en_text,fa_text
"whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa!",هی، هی، هی، هی! هی، هی، هی، هی
ahoy! - ahoy!,! اهای -! اهای -
and chained me to a table.,و دستامو با زنجیر به میز بستی
some things remain from our youth.,چیزهایی از جوونی هامون مونده …
who hasn't been to the belief system.,که تاحالا به سیستم باورها نرفته
"it explodes in the atmosphere, creating an anvil.",توی اتمسفر می‌ترکه و یه ابر سندانی تشکیل می‌ده
they think you're me. you gotta try.,اونا فکر میکنن تو منی باید امتحان کنی
"yeah, well, that's what happens.",اره، خب، وقتی رعد و برق به ادم می‌زنه همین می‌شه
we had a great time.,خیلی بهمون خوش گذشت
who's gonna believe it?,کی باور می‌کنه؟
but i'll make it quick,ولی سریع میکشمت
are you gonna let this thing take from you?,این گردباد، چقدر دیگه عزیزانت رو ازت بگیره؟
you keeping that cat on your lap?,گربه رو روی پات مگه می‌داری؟
fuck! - i called it!,لعنتی - فهمیدم -
he--,…اون
she doesn't have a shotgun.,…. تفنگ شکاری نداره
"in the, in the, in the...",…توی
that's not. no.,اینطور نیست. نه
"i'm the fuckin' lifeguard, motherfucker.",مادر قحبه، من اینجا غریق نجاتم
"one time, i was giving her a bath...",…یه بار داشتم حمومش می‌کردم
yeah!,! اره
"okay, who's this guy?",خیلی‌خب، این کیه؟
it's your fault,تقصیر تویه
just hold on a minute. i get to set the count right.,فقط یه لحظه صبرکنید من باید سرشماری رو درست کنم
do you have a moment?,یه لحظه وقت دارید؟
"so, mom, is there any way you can fix this?",پس مامان، راهی داره که درستش کنی؟
nail polish? knee pads?,لاک؟ پد زانو؟
i'm a cat.,من یه گربه‌ام
"what, are they bad for you?",چی؟، سیگار برات ضرر داره؟
"got that, andersen?",فهمیدی اندرسن؟
"the other cell, it looked stronger, but cap never broke.",اون یکی سلول، به‌نظر قوی‌تر می‌اومد اما وارونگی کلاهکیش امکان نداشت بشکنه
he's not.,کارش خوب نیست
how scary was that tornado yesterday?,گردباد دیروز چقدر ترسناک بود؟
"you're all good, okay? i see you're in your zone.",می‌ترکونی، باشه؟ مشخصه توی بهترین حالت هستی
what's good?,چطور مطورید؟
and then we can head out.,بعدش می‌ریم
log into your account. i'll be right back.,وارد حسابت شو برمیگردم
"going left. go left, go left.",برو چپ، برو چپ، برو چپ
"i must look stupid to you or something, huh?",من به نظرت احمقی چیزیم؟
"well, thank you.",خب، ممنون
"um, yeah! what could go wrong? i'm in!",اره! مگه ته‌ش قراره چی بشه؟ من پایه‌اتم
"oh, yeah!",ایول
"i don't know, but we have to go.",نمی‌دونم، ولی باید برویم
hey! see that? - yeah.,هی! می‌بینیش؟ - اره -
what the hell?,چه مرگته؟
"okay, mom.",بسه مامان
who are very interested in an all-cash offer.,که مایل به پیشنهادهای تمام نقد هستند
really? -definitely.,واقعا؟ - اره بابا -
hey! stop right there.,هی همونجا وایسا
come on. come on.,زودباش، زودباش
hmm.,هوم
i'm not invisible.,من اینجا روح که نیستم، ادمم …
you want us to go all the way to the back of the mind?,می‌خوای اون همه راه رو تا ته ذهن بریم؟
"or uh, like, good talking,",و اهل صحبت کردن نیست
and also quickly. and quietly as well.,سریع و بدون صدا
you did it.,موفق شدی
"then my daughter got sick,",بعدش دخترم مریض شد
red is really our color.,قرمز واقعا رنگ ماست
i love you.,من دوست دارم
"well, this has been really fun.",خب، خیلی خوش گذشت
and that you people haven't already managed to botch the...,و شماها حتی نتونستین بگیرین چیزو
small jason. how you doin'?,. جیسون «کوچولو» - چطوری؟ -
[ purrs ] it's just a baby too.,حالا فقط بچه بوده‌ها
your client is making a big mistake.,موکلت داره اشتباه بزرگی مرتکب میشه
it is an honour having you prepare 22 for earth.,این باعث افتخاره که شماره ۲۲ رو برای رفتن به زمین اماده کنید
someone has to be at the console to recall us.,یه‌نفر باید پشت صفحه‌ی فرمان باشه تا ما رو تداعی کنه
"i know, right?",دقیقا
go outside.,برو بیرون
you could do real time for this.,ممکنه برای اینکارت مدت زیادی بری زندان
"all right, careful, y'all.",خیلی‌خب، مراقب باشید
"about a million subscribers now, huh?",الان تقریبا شده یک‌میلیون، نه؟
we could be looking at a record number of tornadoes.,ممکنه تعداد زیادی گردباد شکل بگیره
"no, no, no.",نه، نه، نه
"looking good, brother. - have a great show.",خوشگل شدی داداش - اجرای خوبی داشته باشی -
dorothy's coming in loud and clear.,دوروتی عالی داره کار می‌کنه
"the more data i get, the better for business.",هر چی بیش‌تر داده جمع کنم برای کارمون بهتره
i need your focus.,باید تمرکز کنید
so what do we do now?,خب حالا چی کار کنیم؟
"oh, no. we're gonna have to go to mom's.",اوه، نه باید بریم پیش مامان
"number one, you got a nice community here.",شماره یک شما یه جامعه‌ی خوب اینجا دارین
joy!,شادی
maybe sky-watching can be my spark.,شاید نگاه کردن به اسمان جرقه من باشه
unless it's an ef5.,مگر اینکه یه گردباد با مقیاس فوجیتای پنج باشه
what's the matter with you?,یه دفعه چی شد؟
everything's fine. -this is hopeless.,اوضاع مرتبه - خیلی نا امیدکننده‌ست -
"all right, boone, you take that back.",خیلی‌خب بون، حرفت رو پس بگیر
"okay, okay. thanks.",خیلی‌خب، خیلی‌خب، ممنون
"hello. - hey, he's fine.",سلام هی چیزیش نیست
"let's act like it. - i'm sorry, i- i forgot.",بیا حرفه‌ای رفتار کنیم - ببخشید یادم رفت -
this valentina ortiz obsession is outta control.,دیگه با این علاقه‌ش به والنتینا کورتیز داره شورش رو درمیاره
no one lives to tell the story.,هیچکس زنده نمیمونه تا بگه چی شد
wow.,وای
she'll be up soon.,بزودی بیدار میشه
"did it help? - you did it, kate.",جواب داد؟ - موفق شدی کیت -
"oh, no, no, no, no, no, no, uh...",نه نه نه. نه
he came through when it mattered.,وقتی مهم بود کارش انجام داد
we'll see how you do.,کارتو خواهیم دید
you little beauty.,سلام ناناز
like he was on a goddamn coffee break.,انگار داره استراحت میکنه
hands up.,دستها بالا
"it's news, and if you put it in offbeat,",…. این هم خبر ه، و اگه تو بذاریش تو دسته‌ی غیر عادی
let's just forget that ever happened.,بیا این اتفاق رو به فراموشی بسپاریم
i'll go with you.,باهات میام
'cause i said sorry to you now.,بخاطر اینکه من الان بهت گفتم متاسفم
"um, back to headquarters, to help riley!",برمی‌گردم مرکز فرماندهی تا به رایلی کمک کنم
hello. nothing works in this shithole.,سلام. هیچی توی این خراب‌شده کار نمی‌کنه
we have to shut this down.,باید جلوش رو بگیریم
"brandon. hi, brandon.",برندون. سلام برندون
it's hard for me too.,برای منم سخته
i mean-- [ scoffs ],…منظورم اینه
it doesn't work without the baby.,بدون بچه جواب نمیده
"miss kamen, you okay?",خانم کمن خوبی؟
life is so unfair.,زندگی خیلی ناعادلانه اس
so we could all save ten bucks?,که بتوانیم ده دلار پس‌انداز کنیم؟
she wanted to take me home with her.,می‌خواست با خودم ببرمش خونه
and i kind of bee-lined for a bar.,و تو راهم یه سر به یه بار زدم
we're so proud of you.,خیلی بهت افتخار می‌کنیم
"okay. just, just relax!",فقط اروم باشد
that's smell.,بو
the fire is so pretty.,اتش خیلی قشنگه
what? - i'll explain on the way.,چی؟ - تو راه برات توضیح میدم -
denial.,انکار
"soul number 108,210,121,415.",روح من همکار میشه روح شماره ۴۱۵ ۱۲۱ ۲۱۰ ۱۰۸
scarecrow's up! scarecrow's up!,! مترسک فعال شد! مترسک کار گذاشته شد
it's shifting.,داره جابه‌جا می‌شه
where's kate?,کیت کجاست؟
"i really don't, but--",…واقعا نمیخوام، ولی
well. it's just nice to have you here.,این خیلی خوبه که دوباره تو راو اینجا داریم
"""state sponsored education",اموزشی که از طرف دولت باشه
